id_replic,sentiment_old,sentiment,check,html_text,text,text_len
2026,neutral,neutral,1,"Ты бы мог меня избавить от худых вещей, если б был добрый товарищ, Аркадий, <i>— продолжал он, ласково смотря на меня.</i>","Ты бы мог меня избавить от худых вещей, если б был добрый товарищ, Аркадий, ",14
2984,disgust,disgust,1,Подлецы!,Подлецы!,1
755,neutral,neutral,1,"Нет, не такая ты родилась.","Нет, не такая ты родилась.",5
35,neutral,neutral,1,"Ну, хорошо, увижу. А теперь пойдемте в сад, а то Наташе на месте не сидится.","Ну, хорошо, увижу. А теперь пойдемте в сад, а то Наташе на месте не сидится.",15
695,joy,joy,1,"О, это с удовольствием!","О, это с удовольствием!",4
17,neutral,neutral,1,"Такого нет, братец; прощай.","Такого нет, братец; прощай.",4
1155,neutral,neutral,1,"Не нужно... Это был минутный vertige... Помогите мне сесть... вот так... Эту царапину стоит только чем-нибудь прихватить, и я дойду домой пешком, а не то можно дрожки за мной прислать. Дуэль, если вам угодно, не возобновляется. Вы поступили благородно... сегодня, сегодня — заметьте.","Не нужно... Это был минутный vertige... Помогите мне сесть... вот так... Эту царапину стоит только чем-нибудь прихватить, и я дойду домой пешком, а не то можно дрожки за мной прислать. Дуэль, если вам угодно, не возобновляется. Вы поступили благородно... сегодня, сегодня — заметьте.",43
780,surprise: neutral,surprise,1,"А отчего это у вас руки в крови, Петр Егорыч? <i>— спросил я.</i>","А отчего это у вас руки в крови, Петр Егорыч? ",10
500,fear,fear,1,"Помилуйте, как мне эту фамилию забыть: я сам Хлопов-с, но только о вас доложить не смею.","Помилуйте, как мне эту фамилию забыть: я сам Хлопов-с, но только о вас доложить не смею.",16
1588,surprise: neutral,surprise,1,"Вы не верите? <i>— истерически смеялся Ипполит: — </i>так и должно быть, а князь так с первого разу поверит и нисколько не удивится.","Вы не верите? так и должно быть, а князь так с первого разу поверит и нисколько не удивится.",18
200,disgust,disgust,1,"Вы оттого и не знаете жизни, не ведаете чужих скорбей: кому что нужно, зачем мужик обливается потом, баба жмет в нестерпимый зной — все оттого, что вы не любили! А любить, не страдая, — нельзя. Нет! <i>— сказал он, — </i>если б лгал ваш язык, не солгали бы глаза, изменились бы хоть на минуту эти краски. А глаза ваши говорят, что вы как будто вчера родились...","Вы оттого и не знаете жизни, не ведаете чужих скорбей: кому что нужно, зачем мужик обливается потом, баба жмет в нестерпимый зной — все оттого, что вы не любили! А любить, не страдая, — нельзя. Нет! если б лгал ваш язык, не солгали бы глаза, изменились бы хоть на минуту эти краски. А глаза ваши говорят, что вы как будто вчера родились...",62
2315,neutral,neutral,1,Как во всех русских людях.,Как во всех русских людях.,5
2888,guilt,sadness,1,"Я прошу прощения, <i>— выговорил молодой человек. Каноник не ответил ни слова и продолжал ходить молча.</i>","Я прошу прощения, ",3
118,joy,joy,1,"Ну да, ну да! очень рад! очень рад познакомиться с таким милым и образованным негоциантом.","Ну да, ну да! очень рад! очень рад познакомиться с таким милым и образованным негоциантом.",15
456,joy,joy,1,"А знаешь, этот толстый Пьер, что против меня сидел, такой смешной! <i>— сказала вдруг Наташа, останавливаясь. — </i>Мне очень весело!","А знаешь, этот толстый Пьер, что против меня сидел, такой смешной! Мне очень весело!",14
830,neutral,neutral,1,"Да, но женщины с тенью обыкновенно дурно кончают, <i>— сказала приятельница Анны.</i>","Да, но женщины с тенью обыкновенно дурно кончают, ",8
2548,surprise: negative,surprise,1,"Что ты, Петр Иваныч! Что с тобой? <i>— с возрастающим изумлением говорила Лизавета Александровна, глядя на него с испугом, — </i>для чего все это? Я не опомнюсь, понять не могу...","Что ты, Петр Иваныч! Что с тобой? для чего все это? Я не опомнюсь, понять не могу...",17
845,anger,anger,1,"Он еще и смотрит! <i>— вскричал толстяк. — </i>Да ты что на меня уставился? Вставай, батюшка, вставай! полчаса бужу; продирай глаза-то!","Он еще и смотрит! Да ты что на меня уставился? Вставай, батюшка, вставай! полчаса бужу; продирай глаза-то!",17
488,neutral,neutral,1,"Если бы ты играл, как прилично честному человеку. Но теперь не могу.","Если бы ты играл, как прилично честному человеку. Но теперь не могу.",12
1251,neutral,neutral,1,"Каким образом орудие оставлено? <i>— спросил Багратион, нахмурившись не столько на капитана, сколько на смеявшихся, в числе которых громче всех слышался голос Жеркова.</i>",Каким образом орудие оставлено? ,4
3360,neutral,neutral,1,"Я сейчас к губернатору еду, <i>— сказал Райский, — </i>он присылал. Прощайте!","Я сейчас к губернатору еду, он присылал. Прощайте!",8
831,neutral,neutral,1,"Да пойдемте сами. Я ведь зашел только спросить Денисова о вчерашнем приказе. Получили, Денисов?","Да пойдемте сами. Я ведь зашел только спросить Денисова о вчерашнем приказе. Получили, Денисов?",14
1024,neutral,neutral,1,"Я придумал вот что. Теперь, покуда новые ревизские сказки не поданы, у помещиков больших имений наберется немало, наряду с душами живыми, отбывших и умерших...Так, если например, ваше превосходительство передадите мне их в таком виде, как бы они были живые, с совершением купчей крепости, я бы тогда эту крепость представил старику, и он, как ни вертись, а наследство бы мне отдал.","Я придумал вот что. Теперь, покуда новые ревизские сказки не поданы, у помещиков больших имений наберется немало, наряду с душами живыми, отбывших и умерших...Так, если например, ваше превосходительство передадите мне их в таком виде, как бы они были живые, с совершением купчей крепости, я бы тогда эту крепость представил старику, и он, как ни вертись, а наследство бы мне отдал.",60
371,disgust,disgust,1,Провались ты!,Провались ты!,2
2466,disgust,disgust,1,"Непременно согласился бы, <i>— горячо отрезал Митя. — </i>Помилуйте, да тут не только две, тут четыре, ту шесть даже тысяч он мог бы на этом тяпнуть! Он бы тотчас набрал своих адвокатишек, полячков да жидков, и не то что три тысячи, а всю бы Чермашню от старика оттягали.","Непременно согласился бы, Помилуйте, да тут не только две, тут четыре, ту шесть даже тысяч он мог бы на этом тяпнуть! Он бы тотчас набрал своих адвокатишек, полячков да жидков, и не то что три тысячи, а всю бы Чермашню от старика оттягали.",43
2180,neutral,neutral,1,"Но ежели вы, маменька, знаете...","Но ежели вы, маменька, знаете...",5
804,neutral,neutral,1,"Прощайте, милый, добрый Василий Федотыч... Ведь вас так зовут?","Прощайте, милый, добрый Василий Федотыч... Ведь вас так зовут?",9
298,disgust,disgust,1,"Все-то, братцы, все-то он врет! Ни одного слова не скажет вправду, все врет!","Все-то, братцы, все-то он врет! Ни одного слова не скажет вправду, все врет!",13
379,disgust,disgust,1,"Ты глуп, Сеня. Надобно было с Альфонсинкой познакомиться, а ты все к мужчинам лезешь!","Ты глуп, Сеня. Надобно было с Альфонсинкой познакомиться, а ты все к мужчинам лезешь!",14
12,neutral,neutral,1,"Гм... купцов... Однажды призывает меня этот Удар-Ерыгин к себе и говорит: «Я, говорит, по утрам занят, так вы ко мне в это время не ходите, а приходите каждый день обедать»...","Гм... купцов... Однажды призывает меня этот Удар-Ерыгин к себе и говорит: «Я, говорит, по утрам занят, так вы ко мне в это время не ходите, а приходите каждый день обедать»...",30
1991,anger,anger,1,Скотина! <i>— заорал было пан Врублевский.</i>,Скотина! ,1
1016,neutral,neutral,1,А что вы обедать будете?,А что вы обедать будете?,5
426,disgust,disgust,1,Дрянь же ты!,Дрянь же ты!,3
14,surprise: negative,surprise,1,"Но... откуда же столько? За дачу и стол 25 р. — согласен... За прислугу 3 р. — ну, пусть, и на это согласен...","Но... откуда же столько? За дачу и стол 25 р. — согласен... За прислугу 3 р. — ну, пусть, и на это согласен...",23
1118,disgust,disgust,1,"А ты коли взялась хлопотать, так хлопочи!","А ты коли взялась хлопотать, так хлопочи!",7
47,disgust,disgust,1,"Да какая-то она чудная... <i>— сказал Анисим и вздохнул. — </i>Не понимает ничего, молчит всё. Молода очень, пускай подрастет...","Да какая-то она чудная... Не понимает ничего, молчит всё. Молода очень, пускай подрастет...",13
508,joy,joy,1,"Здравствуй, рад, что ты пожаловал: а то у нас здесь давно на тебя провиант отпускается.","Здравствуй, рад, что ты пожаловал: а то у нас здесь давно на тебя провиант отпускается.",15
5709,neutral,neutral,1,Ходить за больными.,Ходить за больными.,3
15,neutral,neutral,1,"Хорошо, я буду любить вас, но с условием, что вы высоко будете держать знамя.","Хорошо, я буду любить вас, но с условием, что вы высоко будете держать знамя.",14
160,disgust,disgust,1,"Какой уж прост! Прямо надо сказать: дурак! Ни он пошутить, ни представить что-нибудь... ну, и выгнали! И за дело, сударыня! Потому ежели дураков да не учить...","Какой уж прост! Прямо надо сказать: дурак! Ни он пошутить, ни представить что-нибудь... ну, и выгнали! И за дело, сударыня! Потому ежели дураков да не учить...",26
2715,surprise: neutral,surprise,1,"Да, положим; только как же это однако?.. Я всё не понимаю, <i>— бормотал князь, сбитый с толку, — </i>прежде, вы говорили, тут не было, и вы на этом месте искали, а тут вдруг очутилось?","Да, положим; только как же это однако?.. Я всё не понимаю, прежде, вы говорили, тут не было, и вы на этом месте искали, а тут вдруг очутилось?",27
687,neutral,neutral,1,"Не знаю, хвастаться не хочу.","Не знаю, хвастаться не хочу.",5
1542,fear,fear,1,"Обеих, братец ты мой, боюсь.","Обеих, братец ты мой, боюсь.",5
855,disgust,disgust,1,"Я сейчас избавлю вас от моего присутствия; но знаете ли что, Валентина Михайловна? Говорят, даже Рашели в «Баязете» Расина не удавалось это «Sortez!» — а уж вам подавно! Да еще вот что: как бишь это вы сказали... Je suis une honnete femme, je l'ai ete et le serai toujours? Представьте: я уверена в том, что я гораздо честнее вас! Прощайте!","Я сейчас избавлю вас от моего присутствия; но знаете ли что, Валентина Михайловна? Говорят, даже Рашели в «Баязете» Расина не удавалось это «Sortez!» — а уж вам подавно! Да еще вот что: как бишь это вы сказали... Je suis une honnete femme, je l'ai ete et le serai toujours? Представьте: я уверена в том, что я гораздо честнее вас! Прощайте!",60
4042,neutral,neutral,1,"Одного, <i>— говорила она, — </i>одного только теперь я бы желала, и радость моя была бы безмерна...<i> — и на том слове она остановилась.</i>","Одного, ",1
379,surprise: negative,surprise,1,"И неужто ты думаешь, что я когда-нибудь прибегнул бы к такому средству?","И неужто ты думаешь, что я когда-нибудь прибегнул бы к такому средству?",12
320,neutral,neutral,1,"Я давно ее простил, <i>— перебил Лаврецкий и махнул рукой.</i>","Я давно ее простил, ",4
1892,fear,fear,1,Никто никогда не дразнил! <i>— пробормотала в испуге Аделаида.</i>,Никто никогда не дразнил! ,4
137,joy,joy,1,"Ну, вот, я так и знала, что любил! Он любил... ха-ха! Вот вы все меня дурой прославили, а я всегда прежде всех угадаю!","Ну, вот, я так и знала, что любил! Он любил... ха-ха! Вот вы все меня дурой прославили, а я всегда прежде всех угадаю!",23
2949,neutral,neutral,1,"Я говорю то, что говорят все.","Я говорю то, что говорят все.",6
758,fear,fear,1,"Таня, говорила она, ради бога, позволь мне послать телеграмму к Григорию Михайловичу; позволь, Таня.","Таня, говорила она, ради бога, позволь мне послать телеграмму к Григорию Михайловичу; позволь, Таня.",14
573,surprise: negative,surprise,1,Какое третье лицо?,Какое третье лицо?,3
1923,surprise: neutral,surprise,1,"А мы думали, что вы уже совсем в Россию уехали, <i>— сказала она.</i>","А мы думали, что вы уже совсем в Россию уехали, ",10
2584,disgust,disgust,1,"Да где уж тут! Он и сам-то вряд ли понимал, что говорил, а, может, мне и не передали всего.","Да где уж тут! Он и сам-то вряд ли понимал, что говорил, а, может, мне и не передали всего.",19
1355,surprise: positive,joy,1,"Да-с, батенька, ежели таким манером... да ежели при этом еще ночным временем... это точно, что без мыла куда хочешь влезть можно! <i>— процедил депутат-помещик, когда улеглось общее изумление, произведенное внезапным пролитием словесного дождя.</i>","Да-с, батенька, ежели таким манером... да ежели при этом еще ночным временем... это точно, что без мыла куда хочешь влезть можно! ",21
12,neutral,neutral,1,"Бывают у вас в Польше опухоли? <i>— спросил он экономку, крепко схватя ее за руку.</i>",Бывают у вас в Польше опухоли? ,6
79,neutral,neutral,1,"Обиды-то глотать? Нет, иногда даже полезно приучаться к этому глотанью, потому что обида, рано или поздно, все-таки придет. И ежели ты к этому не привык, а умеешь глотать только устрицы, то обида у тебя поперек горла встанет, задушит. А меня не задушит, потому что я привык. Впрочем, будет об этом, обратимся лучше к тебе. Ну, фельдмаршал, сказывай: планы у тебя в головке, чай, так кишмя и кишат?","Обиды-то глотать? Нет, иногда даже полезно приучаться к этому глотанью, потому что обида, рано или поздно, все-таки придет. И ежели ты к этому не привык, а умеешь глотать только устрицы, то обида у тебя поперек горла встанет, задушит. А меня не задушит, потому что я привык. Впрочем, будет об этом, обратимся лучше к тебе. Ну, фельдмаршал, сказывай: планы у тебя в головке, чай, так кишмя и кишат?",67
302,neutral,neutral,1,"Впрочем, как же вы говорите... <i>— прибавил Ярослав Ильич, пристально вперив оловянные очи в Ордынова, — признак, что он соображал: — </i>Мурин не мог быть между ними. Ровно за три недели он уехал с женой к себе, в свое место... Я от дворника узнал... Этот татарчонок, помните? ","Впрочем, как же вы говорите... Мурин не мог быть между ними. Ровно за три недели он уехал с женой к себе, в свое место... Я от дворника узнал... Этот татарчонок, помните? ",31
2357,neutral,neutral,,"Потом, подумав, она сказала мне... что она готова отдать мне свою руку, но...","Потом, подумав, она сказала мне... что она готова отдать мне свою руку, но...",13
2632,joy,joy,1,"Что за прелесть! Как это удалось ему, и как просто! Он и не понимает, как это хорошо. Да, надо не упустить и купить ее, <i>— говорил Вронский.</i>","Что за прелесть! Как это удалось ему, и как просто! Он и не понимает, как это хорошо. Да, надо не упустить и купить ее, ",24
806,neutral,neutral,,"А знаешь ли, <i>— говорит Легкомысленный, — </i>я понимаю поступок гимназиста Полозова!","А знаешь ли, я понимаю поступок гимназиста Полозова!",8
705,neutral,neutral,,"Нет, уменьшительное, чтоб с радости не одуреть вдруг, не вешаться всем на шею.","Нет, уменьшительное, чтоб с радости не одуреть вдруг, не вешаться всем на шею.",13
220,joy,joy,1,Со мною и в деревне будет хорошо!,Со мною и в деревне будет хорошо!,7
5186,sadness,sadness,1,"Это меня унижает как женщину; как человека меня унижает; напоминает мне о какой-то моей конфектности, <i>— чекотала Бертольди.</i>","Это меня унижает как женщину; как человека меня унижает; напоминает мне о какой-то моей конфектности, ",15
281,neutral,neutral,,"Что же, вам понравилось или нет в степи жить?","Что же, вам понравилось или нет в степи жить?",9
828,neutral,neutral,,С тех ворот ближе выезжать.,С тех ворот ближе выезжать.,5
1023,surprise: negative,surprise,1,"Как? Так вы давеча солгали, вы монах и солгали?","Как? Так вы давеча солгали, вы монах и солгали?",9
1618,neutral,neutral,,"Я, милая маменька, выехал прежде всех...","Я, милая маменька, выехал прежде всех...",6
226,neutral,neutral,,"Это что-то хитро, не понимаю. Не мешайте мне. Итак, бал великолепный. Гостей множество, все они молоды, прекрасны, храбры, все без памяти влюблены в королеву.","Это что-то хитро, не понимаю. Не мешайте мне. Итак, бал великолепный. Гостей множество, все они молоды, прекрасны, храбры, все без памяти влюблены в королеву.",24
290,disgust,disgust,1,"Ах, Боже, так же, как и все. Эка мудрость!","Ах, Боже, так же, как и все. Эка мудрость!",9
1002,neutral,neutral,,"Вот вам реляция и будет, <i>— сказал Жерков, — </i>глядишь, и меня в подпоручики произведут.","Вот вам реляция и будет, глядишь, и меня в подпоручики произведут.",11
2760,surprise: neutral,surprise,1,Во-от! Да неужто вправду уезжает? Отчего бы это могло произойти? <i>— глуповато посмотрел Петр Степанович.</i>,Во-от! Да неужто вправду уезжает? Отчего бы это могло произойти? ,10
31,surprise: negative,surprise,1,То есть как же... мужика?,То есть как же... мужика?,5
2446,surprise: negative,surprise,1,"А-а-а! Это... это тот рассадник... Милостивый государь, вы заявили себя с такой точки... Вы профессор? Профессор?","А-а-а! Это... это тот рассадник... Милостивый государь, вы заявили себя с такой точки... Вы профессор? Профессор?",16
74,neutral,neutral,,Ты говоришь нелепости.,Ты говоришь нелепости.,3
639,joy,joy,1,"Ты очень хорошо сделала, что пораньше приехала, <i>— сказала она, — </i>а то мы не успели бы наговориться. Представь себе, у меня целый день занят! В два часа -кататься, потом с визитами, обедаем у тети Головковой, вечером — в театр. Ах, ты не можешь себе представить, как уморительно играет в Михайловском театре Верне!","Ты очень хорошо сделала, что пораньше приехала, а то мы не успели бы наговориться. Представь себе, у меня целый день занят! В два часа -кататься, потом с визитами, обедаем у тети Головковой, вечером — в театр. Ах, ты не можешь себе представить, как уморительно играет в Михайловском театре Верне!",49
57,neutral,neutral,,В чем же она себя заключает?,В чем же она себя заключает?,6
4748,neutral,neutral,,"Может быть и говорят, только шепотом.","Может быть и говорят, только шепотом.",6
26,neutral,neutral,,"В Тамбино, отсюда двенадцать верст, <i>— сказал адвокат, ухаживавший за Маковкиной.</i>","В Тамбино, отсюда двенадцать верст, ",5
161,joy,joy,1,"Тоже человек был! <i>— проговорил он, видимо любуясь мертвецом.</i>",Тоже человек был! ,3
133,surprise: positive,joy,1,"А! У меня там точно есть небольшое именье, <i>— заметила она, — </i>возле Глинного.","А! У меня там точно есть небольшое именье, возле Глинного.",10
86,neutral,neutral,,"Да я-с, Александр Петрович, всего год пробыл в батальоне; а сюда пришел за то, что Григория Петровича, моего ротного командира, убил.","Да я-с, Александр Петрович, всего год пробыл в батальоне; а сюда пришел за то, что Григория Петровича, моего ротного командира, убил.",21
1202,sadness,sadness,1,"Как дурацкий? <i>— с обидой возразил извозчик, — </i>Спасибо, народу работу дает, а не дурацкий.","Как дурацкий? Спасибо, народу работу дает, а не дурацкий.",9
48,neutral,neutral,,"Боится, <i>— проговорил лавочник.</i>","Боится, ",1
1784,neutral,neutral,,"Мне, может, и известно нечто... <i>— Ловко уклонился Лембке, — </i>но кто же этот Кириллов?","Мне, может, и известно нечто... но кто же этот Кириллов?",10
2467,disgust,disgust,1,"Ах, Лебедев, как это скучно! <i>— нетерпеливо вскричал князь, — </i>к делу, чего вы тянете!..","Ах, Лебедев, как это скучно! к делу, чего вы тянете!..",10
142,fear,fear,1,"Я? никогда! Копейкой казенной я не попользовался! Я вот как: копейку истратил — сейчас же ее на бумажку записал, а к вечеру уж и отчет отдал: смотри! Сохрани меня бог!","Я? никогда! Копейкой казенной я не попользовался! Я вот как: копейку истратил — сейчас же ее на бумажку записал, а к вечеру уж и отчет отдал: смотри! Сохрани меня бог!",30
988,neutral,neutral,,"Довольно цельную мысль выразил, <i>— зевнул в третий раз Николай Всеволодович.</i>","Довольно цельную мысль выразил, ",4
2528,joy,joy,1,"Нет, это что! <i>— прерывает Петя Корочкин, — </i>вот у нас кучер так молодец! Прошлого года зимой попал со всей тройкой и с санями в прорубь, видит — беда неминучая, взял да и разогнал подо льдом лошадей... И вдруг выскочил из другой проруби!","Нет, это что! вот у нас кучер так молодец! Прошлого года зимой попал со всей тройкой и с санями в прорубь, видит — беда неминучая, взял да и разогнал подо льдом лошадей... И вдруг выскочил из другой проруби!",38
281,neutral,neutral,,"Да ведь, коли хотите, оно и точно есть немножко, <i>— сказал Порфирий Петрович, подмигивая глазом.</i>","Да ведь, коли хотите, оно и точно есть немножко, ",9
320,anger,anger,1,"Господин Штановский! ваша речь впереди! <i>— заметил Митенька, слегка возвышая голос, — </i>господа! я желаю, чтоб у меня этих диспутов не было!","Господин Штановский! ваша речь впереди! господа! я желаю, чтоб у меня этих диспутов не было!",15
963,neutral,neutral,,"Когда поколебались вера и надежда, остается любовь.","Когда поколебались вера и надежда, остается любовь.",7
2355,neutral,neutral,,"Ну вот, после свадьбы поедем в Москву, я тебя познакомлю с моими друзьями. Повеселим тебя. Я ведь понимаю, что тебе нужны радости... Серьезное придет в свое время, а покуда ты молода, пускай твоя жизнь течет радостно и светло.","Ну вот, после свадьбы поедем в Москву, я тебя познакомлю с моими друзьями. Повеселим тебя. Я ведь понимаю, что тебе нужны радости... Серьезное придет в свое время, а покуда ты молода, пускай твоя жизнь течет радостно и светло.",38
192,neutral,neutral,,"Как же, по-вашему, я поступать должен? <i>— спросил он меня.</i>","Как же, по-вашему, я поступать должен? ",6
210,neutral,neutral,,У меня пармезан и лафит.,У меня пармезан и лафит.,5
1649,surprise: neutral,surprise,1,Это косноязычные-то?,Это косноязычные-то?,2
80,disgust,disgust,1,"Больно ты, брат, горд либо труслив уж не в меру. Тебя же жалеючи спрашивают.","Больно ты, брат, горд либо труслив уж не в меру. Тебя же жалеючи спрашивают.",14
265,disgust,disgust,1,"Но как же вам не стыдно, только и дела, что в карты дуться? <i>— продолжаете вы свои обвинения.</i>","Но как же вам не стыдно, только и дела, что в карты дуться? ",13
1897,neutral,neutral,,Я на себя приму вину.,Я на себя приму вину.,5
1578,joy,joy,1,"Философ вы, Алексей Степаныч!","Философ вы, Алексей Степаныч!",4
444,neutral,neutral,,"Не угодно ли вам идти за мной, я иду туда же.","Не угодно ли вам идти за мной, я иду туда же.",11
625,neutral,neutral,,"Так вы думаете, что завтрашнее сражение будет выиграно? <i>— сказал Пьер.</i>","Так вы думаете, что завтрашнее сражение будет выиграно? ",8
71,sadness,sadness,1,"Говорят тебе, как в воду канула! Одной богатой невестой на свете меньше, вот что скверно.","Говорят тебе, как в воду канула! Одной богатой невестой на свете меньше, вот что скверно.",15
2351,neutral,neutral,,"Это уж моя забота, <i>— сказала она с нетерпением. — </i>Лучше разве, если б я с ma tante приехала?","Это уж моя забота, Лучше разве, если б я с ma tante приехала?",13
4618,neutral,neutral,,Пожалуй; а туда я съезжу утром и дам тебе знать.,Пожалуй; а туда я съезжу утром и дам тебе знать.,10
167,surprise: negative,surprise,1,"Что вы, Авдотья Николавна, шутите?","Что вы, Авдотья Николавна, шутите?",5
130,joy,joy,1,"И заметьте, messieurs, какой у нее «отлёт»!","И заметьте, messieurs, какой у нее «отлёт»!",7
3969,neutral,neutral,,"Какова нынче погода? <i>— спросила Татьяна Марковна, поджимая губы, — </i>на Волге нет ветру?",Какова нынче погода? на Волге нет ветру?,7
2575,neutral,neutral,,"Не всем, а так человек десять наших ходит туда, всегда, всякий день. Это ничего.","Не всем, а так человек десять наших ходит туда, всегда, всякий день. Это ничего.",14
792,sadness,sadness,1,"Я? я?.. <i>— сказал Пьер, чувствуя необходимость умалить как возможно свое общественное положение, чтобы быть ближе и понятнее для солдат. — </i>Я по-настоящему ополченный офицер, только моей дружины тут нет; я приезжал на сраженье и потерял своих.","Я? я?.. Я по-настоящему ополченный офицер, только моей дружины тут нет; я приезжал на сраженье и потерял своих.",18
369,neutral,neutral,,"Подробности? Как достал? Да повторяю же, я только и делал, что доставал о вас подробности, все эти девять лет.","Подробности? Как достал? Да повторяю же, я только и делал, что доставал о вас подробности, все эти девять лет.",19
756,neutral,neutral,,"Так, про одного знакомого.","Так, про одного знакомого.",4
190,neutral,neutral,,"Может быть... может быть... И «Русский вестник», пожалуй, тоже, — с некоторых пор, говоря современным языком, — крошечку подгулял.","Может быть... может быть... И «Русский вестник», пожалуй, тоже, — с некоторых пор, говоря современным языком, — крошечку подгулял.",19
24,disgust,disgust,1,"Старенько, <i>— сказал я. — </i>Да и талант Виктора Гюго давно уже поизносился. Ныне и у нас можно найти много кой-чего гораздо поновее и поталантливее.","Старенько, Да и талант Виктора Гюго давно уже поизносился. Ныне и у нас можно найти много кой-чего гораздо поновее и поталантливее.",21
1112,surprise: neutral,surprise,1,Нет уж... А вы и во дворце бывали?,Нет уж... А вы и во дворце бывали?,8
88,joy,joy,1,"Акулинушка, друг! <i>— проговорил еще раз юродивый каким-то потрясающим голосом и, широко раскрыв рот и ударив себя кулаком в грудь, простонал глухим, со дна души поднявшимся стоном. Оба вышли из комнаты вслед за хозяйкой.</i>","Акулинушка, друг! ",2
5162,fear,fear,1,"Что мне теперь делать, Вера? уехать — в каком положении я уеду! Дай мне вытерпеть казнь здесь — и хоть немного примириться с собой, со всем, что случилось.","Что мне теперь делать, Вера? уехать — в каком положении я уеду! Дай мне вытерпеть казнь здесь — и хоть немного примириться с собой, со всем, что случилось.",28
80,neutral,neutral,,"О славе, <i>— ответил Коврин. — </i>Во французском романе, который я сейчас читал, изображен человек, молодой ученый, который делает глупости и чахнет от тоски по славе. Мне эта тоска непонятна.","О славе, Во французском романе, который я сейчас читал, изображен человек, молодой ученый, который делает глупости и чахнет от тоски по славе. Мне эта тоска непонятна.",26
614,joy,joy,1,"Поздравим, поздравим! <i>— закричал офицер. — </i>Чего спросить, креман или клико? Надо, братец, вспрыснуть, воля твоя: баронесса!","Поздравим, поздравим! Чего спросить, креман или клико? Надо, братец, вспрыснуть, воля твоя: баронесса!",13
549,surprise: neutral,surprise,1,"Что ж, разве это для вас дорого? <i>— произнес Собакевич и потом прибавил: — </i>А какая бы, однако ж, ваша цена?","Что ж, разве это для вас дорого? А какая бы, однако ж, ваша цена?",14
866,joy,joy,1,"Завтра, в Москву! <i>— перекосилось вдруг всё лицо Катерины Ивановны, — </i>но... но боже мой, как это счастливо! <i>— вскричала она в один миг совсем изменившимся голосом и в один миг прогнав свои слезы, так что и следа не осталось.</i>","Завтра, в Москву! ",3
1207,surprise: negative,surprise,1,Да ничего я; врешь!.. Ты про что это?,Да ничего я; врешь!.. Ты про что это?,8
217,disgust,disgust,1,"Мерзко, что принц нашел тебя хорошенькою, и что ты из-за этого бежишь ему навстречу, забывая и мужа, и себя, и достоинство женщины, и не хочешь понять того, что должен за тебя чувствовать твой муж, ежели в тебе самой нет чувства достоинства; напротив, ты приходишь говорить мужу, что ты жертвуешь, то есть «показаться его высочеству для меня большое счастье, но я жертвую им».","Мерзко, что принц нашел тебя хорошенькою, и что ты из-за этого бежишь ему навстречу, забывая и мужа, и себя, и достоинство женщины, и не хочешь понять того, что должен за тебя чувствовать твой муж, ежели в тебе самой нет чувства достоинства; напротив, ты приходишь говорить мужу, что ты жертвуешь, то есть «показаться его высочеству для меня большое счастье, но я жертвую им».",62
527,neutral,neutral,,Что другого и видеть-то! всякий свою ремесленность видит! Вот я нонче три ночи сряду все во сне сапоги чищу...,Что другого и видеть-то! всякий свою ремесленность видит! Вот я нонче три ночи сряду все во сне сапоги чищу...,19
